Date,P/E,P/B,Div Yield %,,Investment
8-Feb-05,14.26,3.57,2.02,,
9-Feb-05,14.36,3.59,2.01,,
10-Feb-05,14.31,3.58,2.01,,
11-Feb-05,14.48,3.61,2,,
14-Feb-05,14.59,3.64,1.99,,
15-Feb-05,14.53,3.63,2,,
16-Feb-05,14.39,3.59,2.02,,
17-Feb-05,14.34,3.58,2.03,,
18-Feb-05,14.29,3.57,2.04,,
21-Feb-05,14.21,3.55,2.05,,
22-Feb-05,14.31,3.57,2.03,,
23-Feb-05,14.3,3.57,2.03,,
24-Feb-05,14.29,3.57,2.04,,
25-Feb-05,14.71,3.84,1.93,,
28-Feb-05,15.02,3.92,1.9,,
1-Mar-05,14.88,3.89,1.92,,
2-Mar-05,14.94,3.9,1.91,,
3-Mar-05,15.2,3.97,1.88,,
4-Mar-05,15.34,4.01,1.86,,
7-Mar-05,15.42,4.03,1.85,,
8-Mar-05,15.48,4.05,1.84,,
9-Mar-05,15.43,4.03,1.85,,
10-Mar-05,15.47,4.04,1.84,,
11-Mar-05,15.38,4.02,1.86,,
14-Mar-05,15.32,4,1.86,,
15-Mar-05,15.2,3.97,1.88,,
16-Mar-05,15.17,3.96,1.88,,
17-Mar-05,14.98,3.91,1.91,,
18-Mar-05,15.06,3.93,1.9,,
21-Mar-05,14.97,3.91,1.92,,
22-Mar-05,14.72,3.85,1.95,,
23-Mar-05,14.47,3.78,1.99,,
24-Mar-05,14.39,3.76,2,,
28-Mar-05,14.54,3.8,1.98,,
29-Mar-05,14.21,3.71,2.02,,
30-Mar-05,14.3,3.74,2.01,,
31-Mar-05,14.6,3.82,1.97,,
1-Apr-05,14.84,3.88,1.94,,
4-Apr-05,14.81,3.86,1.94,,
5-Apr-05,14.71,3.84,1.95,,
6-Apr-05,14.83,3.87,1.94,,
7-Apr-05,14.71,3.84,1.95,,
8-Apr-05,14.56,3.8,1.97,,
11-Apr-05,14.39,3.76,2,,
12-Apr-05,14.65,3.82,1.96,,
13-Apr-05,14.52,3.79,1.98,,
15-Apr-05,13.95,3.66,2.05,,
18-Apr-05,13.75,3.61,2.08,,
19-Apr-05,13.64,3.57,2.1,,
20-Apr-05,13.78,3.61,2.08,,
21-Apr-05,13.87,3.65,2.06,,
22-Apr-05,13.97,3.68,2.04,,
25-Apr-05,13.99,3.69,2.03,,
26-Apr-05,13.85,3.66,2.05,,
27-Apr-05,13.51,3.62,2.07,,
28-Apr-05,13.55,3.63,2.07,,
29-Apr-05,13.27,3.56,2.11,,
2-May-05,13.32,3.59,2.11,,
3-May-05,13.35,3.59,2.1,,
4-May-05,13.5,3.63,2.08,,
5-May-05,13.64,3.67,2.06,,
6-May-05,13.71,3.7,2.04,,
9-May-05,13.87,3.74,2.02,,
10-May-05,13.82,3.73,2.02,,
11-May-05,13.76,3.72,2.03,,
12-May-05,13.81,3.73,2.03,,
13-May-05,13.78,3.72,2.03,,
16-May-05,13.97,3.77,2.04,,
17-May-05,13.8,3.73,2.06,,
18-May-05,13.74,3.72,2.07,,
19-May-05,13.74,3.73,2.06,,
20-May-05,13.73,3.73,2.06,,
23-May-05,13.88,3.77,2.04,,
24-May-05,13.98,3.8,2.02,,
25-May-05,13.75,3.83,2.01,,
26-May-05,13.95,3.89,1.98,,
27-May-05,13.97,3.89,1.98,,
30-May-05,13.86,3.88,1.99,,
31-May-05,13.94,3.91,1.97,,
1-Jun-05,13.93,3.91,1.97,,
2-Jun-05,13.77,3.87,1.99,,
3-Jun-05,13.97,3.93,1.96,,
4-Jun-05,13.96,3.92,1.97,,
6-Jun-05,13.96,3.92,1.65,,
7-Jun-05,14,3.93,1.65,,
8-Jun-05,14.09,3.96,1.64,,
9-Jun-05,13.97,3.94,1.64,,
10-Jun-05,13.89,3.92,1.65,,
13-Jun-05,13.9,3.79,1.61,,
14-Jun-05,13.96,3.81,1.6,,
15-Jun-05,14.07,3.84,1.59,,
16-Jun-05,14.04,3.83,1.59,,
17-Jun-05,14.04,3.83,1.59,,
20-Jun-05,13.82,3.87,1.58,,
21-Jun-05,13.99,3.92,1.56,,
22-Jun-05,14.1,3.95,1.55,,
23-Jun-05,14.08,3.94,1.55,,
24-Jun-05,14.14,3.96,1.54,,
27-Jun-05,14.18,3.94,1.57,,
28-Jun-05,13.99,3.89,1.59,,
29-Jun-05,14.13,3.93,1.57,,
30-Jun-05,14.31,3.98,1.55,,
1-Jul-05,14.26,3.96,1.56,,
4-Jul-05,14.38,3.91,1.63,,
5-Jul-05,14.25,3.88,1.64,,
6-Jul-05,14.36,3.91,1.63,,
7-Jul-05,14.05,3.82,1.67,,
8-Jul-05,14.16,3.85,1.66,,
11-Jul-05,14.3,3.84,1.65,,
12-Jul-05,14.29,3.84,1.65,,
13-Jul-05,14.17,3.81,1.66,,
14-Jul-05,14.04,3.78,1.68,,
15-Jul-05,14.21,3.83,1.65,,
18-Jul-05,14.31,3.86,1.64,,
19-Jul-05,14.33,3.87,1.64,,
20-Jul-05,14.36,3.87,1.64,,
21-Jul-05,14.27,3.85,1.65,,
22-Jul-05,14.47,3.91,1.62,,
25-Jul-05,14.62,3.82,1.63,,
26-Jul-05,14.58,3.84,1.62,,
27-Jul-05,14.69,3.87,1.61,,
29-Jul-05,14.1,3.86,1.62,,
1-Aug-05,14.36,3.87,1.61,,
2-Aug-05,14.58,3.92,1.59,,
3-Aug-05,14.6,3.93,1.59,,
4-Aug-05,14.67,3.95,1.58,,
5-Aug-05,14.63,3.94,1.58,,
8-Aug-05,14.4,3.87,1.61,,
9-Aug-05,14.36,3.86,1.62,,
10-Aug-05,14.62,3.93,1.59,,
11-Aug-05,14.75,3.96,1.57,,
12-Aug-05,14.63,3.93,1.59,,
16-Aug-05,14.68,3.95,1.58,,
17-Aug-05,14.89,3.92,1.58,,
18-Aug-05,14.8,3.89,1.59,,
19-Aug-05,14.77,3.89,1.59,,
22-Aug-05,14.67,3.86,1.61,,
23-Aug-05,14.41,3.79,1.64,,
24-Aug-05,14.39,3.78,1.64,,
25-Aug-05,14.58,3.84,1.62,,
26-Aug-05,14.6,3.84,1.61,,
29-Aug-05,14.48,3.81,1.63,,
30-Aug-05,14.67,3.86,1.61,,
31-Aug-05,14.78,3.89,1.59,,
1-Sep-05,14.92,3.92,1.58,,
2-Sep-05,14.98,3.94,1.57,,
5-Sep-05,15.02,3.93,1.55,,
6-Sep-05,15.06,3.94,1.55,,
8-Sep-05,15.22,3.98,1.53,,
9-Sep-05,15.23,3.98,1.53,,
12-Sep-05,15.41,4.03,1.51,,
13-Sep-05,15.51,4.05,1.5,,
14-Sep-05,15.46,4.04,1.51,,
15-Sep-05,15.66,4.09,1.49,,
16-Sep-05,15.83,4.14,1.47,,
19-Sep-05,15.92,4.07,1.57,,
20-Sep-05,15.99,4.09,1.56,,
21-Sep-05,15.93,4.07,1.57,,
22-Sep-05,15.36,3.93,1.63,,
23-Sep-05,15.37,3.93,1.63,,
26-Sep-05,15.88,3.94,1.73,,
27-Sep-05,15.99,3.97,1.72,,
28-Sep-05,16.13,4,1.7,,
29-Sep-05,16.21,4.03,1.69,,
30-Sep-05,16.15,4.01,1.7,,
3-Oct-05,16.33,4.06,1.68,,
4-Oct-05,16.54,4.11,1.66,,
5-Oct-05,16.42,4.08,1.67,,
6-Oct-05,16.02,3.98,1.71,,
7-Oct-05,15.99,3.97,1.72,,
10-Oct-05,15.94,3.96,1.72,,
11-Oct-05,16,3.99,1.71,,
13-Oct-05,15.67,3.91,1.74,,
14-Oct-05,15.3,3.83,1.78,,
17-Oct-05,15.27,3.8,1.78,,
18-Oct-05,15.17,3.78,1.79,,
19-Oct-05,14.81,3.69,1.83,,
20-Oct-05,14.69,3.67,1.85,,
21-Oct-05,15.02,3.74,1.81,,
24-Oct-05,14.72,3.67,1.85,,
25-Oct-05,14.81,3.7,1.83,,
26-Oct-05,14.58,3.69,1.84,,
27-Oct-05,14.01,3.6,1.88,,
28-Oct-05,13.74,3.55,1.91,,
31-Oct-05,14.23,3.63,1.87,,
1-Nov-05,14.32,3.65,1.85,,
2-Nov-05,14.52,3.7,1.83,,
7-Nov-05,14.77,3.77,1.8,,
8-Nov-05,14.96,3.82,1.78,,
9-Nov-05,14.94,3.81,1.78,,
10-Nov-05,15.01,3.83,1.77,,
11-Nov-05,15.29,3.9,1.74,,
14-Nov-05,15.36,3.92,1.73,,
16-Nov-05,15.5,3.96,1.71,,
17-Nov-05,15.63,3.99,1.7,,
18-Nov-05,15.73,4.01,1.69,,
21-Nov-05,15.65,3.99,1.7,,
22-Nov-05,15.47,3.95,1.72,,
23-Nov-05,15.68,4,1.69,,
24-Nov-05,15.84,4.04,1.68,,
25-Nov-05,16.02,4.09,1.66,,
26-Nov-05,16.13,4.12,1.65,,
28-Nov-05,16.31,4.15,1.64,,
29-Nov-05,16.22,4.13,1.65,,
30-Nov-05,15.95,4.06,1.68,,
1-Dec-05,16.23,4.13,1.65,,
2-Dec-05,16.22,4.13,1.65,,
5-Dec-05,16,4.08,1.68,,
6-Dec-05,16.01,4.08,1.68,,
7-Dec-05,16.2,4.13,1.66,,
8-Dec-05,16.28,4.15,1.65,,
9-Dec-05,16.58,4.22,1.62,,
12-Dec-05,16.7,4.25,1.61,,
13-Dec-05,16.91,4.31,1.59,,
14-Dec-05,16.87,4.3,1.59,,
15-Dec-05,16.71,4.26,1.61,,
16-Dec-05,16.9,4.3,1.59,,
19-Dec-05,17.2,4.38,1.56,,
20-Dec-05,17.1,4.35,1.57,,
21-Dec-05,17.08,4.35,1.57,,
22-Dec-05,17.15,4.37,1.56,,
23-Dec-05,16.97,4.32,1.58,,
26-Dec-05,16.64,4.24,1.61,,
27-Dec-05,16.98,4.32,1.58,,
28-Dec-05,16.91,4.31,1.59,,
29-Dec-05,17.07,4.35,1.57,,
30-Dec-05,17.16,4.37,1.56,,
2-Jan-06,17.16,4.37,1.56,,
3-Jan-06,17.45,4.44,1.54,,
4-Jan-06,17.58,4.48,1.53,,
5-Jan-06,17.55,4.47,1.53,,
6-Jan-06,17.64,4.49,1.52,,
9-Jan-06,17.62,4.49,1.52,,
10-Jan-06,17.37,4.43,1.54,,
12-Jan-06,17.28,4.4,1.55,,
13-Jan-06,17.25,4.4,1.55,,
16-Jan-06,17.14,4.37,1.56,,
17-Jan-06,17.12,4.36,1.57,,
18-Jan-06,16.53,4.24,1.61,,
19-Jan-06,16.87,4.33,1.58,,
20-Jan-06,16.91,4.38,1.56,,
23-Jan-06,16.83,4.35,1.57,,
24-Jan-06,16.86,4.39,1.56,,
25-Jan-06,17.02,4.44,1.54,,
27-Jan-06,17.42,4.5,1.52,,
30-Jan-06,17.91,4.49,1.52,,
31-Jan-06,17.9,4.53,1.51,,
1-Feb-06,17.73,4.49,1.52,,
2-Feb-06,17.7,4.48,1.53,,
3-Feb-06,17.54,4.44,1.54,,
6-Feb-06,17.9,4.53,1.51,,
7-Feb-06,18.02,4.56,1.5,,
8-Feb-06,17.95,4.54,1.5,,
10-Feb-06,18.03,4.57,1.49,,
13-Feb-06,18.11,4.59,1.49,,
14-Feb-06,17.93,4.56,1.5,,
15-Feb-06,17.96,4.56,1.5,,
16-Feb-06,17.95,4.56,1.5,,
17-Feb-06,17.71,4.5,1.52,,
20-Feb-06,17.86,4.54,1.51,,
21-Feb-06,18.03,4.58,1.49,,
22-Feb-06,18.13,4.61,1.48,,
23-Feb-06,18.19,4.62,1.48,,
24-Feb-06,18.12,4.61,1.48,,
27-Feb-06,18.22,4.63,1.48,,
28-Feb-06,18.27,4.64,1.47,,
1-Mar-06,18.56,4.72,1.45,,
2-Mar-06,18.73,4.76,1.44,,
3-Mar-06,18.71,4.75,1.44,,
6-Mar-06,18.96,4.82,1.42,,
7-Mar-06,18.92,4.81,1.42,,
8-Mar-06,18.53,4.71,1.45,,
9-Mar-06,18.6,4.73,1.45,,
10-Mar-06,18.93,4.81,1.42,,
13-Mar-06,19.04,4.84,1.41,,
14-Mar-06,19,4.83,1.42,,
16-Mar-06,19.18,4.87,1.4,,
17-Mar-06,19.25,4.89,1.4,,
20-Mar-06,19.44,4.94,1.38,,
21-Mar-06,19.42,4.93,1.38,,
22-Mar-06,19.28,4.9,1.39,,
23-Mar-06,19.33,4.91,1.39,,
24-Mar-06,19.52,4.96,1.38,,
27-Mar-06,19.77,5.02,1.36,,
28-Mar-06,19.79,5.03,1.36,,
29-Mar-06,19.97,5.07,1.35,,
30-Mar-06,20.35,5.17,1.32,,
31-Mar-06,20.26,5.15,1.33,,
3-Apr-06,20.68,5.26,1.3,,
4-Apr-06,20.74,5.27,1.3,,
5-Apr-06,20.9,5.31,1.29,,
7-Apr-06,20.57,5.23,1.31,,
10-Apr-06,20.71,5.26,1.3,,
12-Apr-06,20.13,5.12,1.34,,
13-Apr-06,19.91,5.06,1.35,,
17-Apr-06,20.34,5.18,1.32,,
18-Apr-06,20.76,5.32,1.28,,
19-Apr-06,20.79,5.35,1.28,,
20-Apr-06,21.01,5.41,1.26,,
21-Apr-06,21.01,5.41,1.26,,
24-Apr-06,20.85,5.37,1.27,,
25-Apr-06,20.37,5.24,1.3,,
26-Apr-06,20.93,5.38,1.27,,
27-Apr-06,20.58,5.31,1.29,,
28-Apr-06,20.08,5.31,1.29,,
29-Apr-06,20.31,5.39,1.27,,
2-May-06,20.46,5.46,1.25,,
3-May-06,20.62,5.5,1.24,,
4-May-06,20.7,5.52,1.24,,
5-May-06,20.77,5.55,1.23,,
8-May-06,20.93,5.59,1.22,,
9-May-06,21.09,5.63,1.21,,
10-May-06,21.28,5.68,1.2,,
11-May-06,20.98,5.6,1.22,,
12-May-06,20.69,5.53,1.24,,
15-May-06,19.86,5.3,1.29,,
16-May-06,19.97,5.34,1.28,,
17-May-06,20.62,5.51,1.24,,
18-May-06,19.26,5.13,1.33,,
19-May-06,18.51,4.92,1.39,,
22-May-06,17.52,4.67,1.46,,
23-May-06,18.19,4.85,1.41,,
24-May-06,17.71,4.63,1.46,,
25-May-06,18.39,4.73,1.43,,
26-May-06,18.28,4.77,1.42,,
29-May-06,18.27,4.78,1.41,,
30-May-06,18.11,4.74,1.43,,
31-May-06,17.46,4.57,1.48,,
1-Jun-06,16.78,4.41,1.53,,
2-Jun-06,17.51,4.6,1.47,,
5-Jun-06,17.09,4.49,1.51,,
6-Jun-06,16.64,4.35,1.62,,
7-Jun-06,16.21,4.23,1.66,,
8-Jun-06,15.44,4.03,1.74,,
9-Jun-06,16.24,4.24,1.65,,
12-Jun-06,15.73,4.11,1.71,,
13-Jun-06,15.09,3.94,1.78,,
14-Jun-06,14.92,3.9,1.8,,
15-Jun-06,15.91,4.14,1.69,,
16-Jun-06,16.43,4.28,1.64,,
19-Jun-06,16.58,4.2,1.65,,
20-Jun-06,16.27,4.12,1.68,,
21-Jun-06,16.62,4.21,1.65,,
22-Jun-06,17.03,4.31,1.61,,
23-Jun-06,17.3,4.38,1.58,,
25-Jun-06,17.34,4.39,1.58,,
26-Jun-06,16.73,4.24,1.64,,
27-Jun-06,17.36,4.44,1.57,,
28-Jun-06,17.57,4.44,1.57,,
29-Jun-06,17.67,4.46,1.56,,
30-Jun-06,18.44,4.66,1.49,,
3-Jul-06,18.57,4.69,1.48,,
4-Jul-06,18.5,4.67,1.49,,
5-Jul-06,18.84,4.76,1.46,,
6-Jul-06,18.6,4.7,1.48,,
7-Jul-06,18.13,4.58,1.52,,
10-Jul-06,18.52,4.68,1.49,,
11-Jul-06,18.36,4.64,1.5,,
12-Jul-06,18.76,4.76,1.46,,
13-Jul-06,18.61,4.72,1.47,,
14-Jul-06,18.33,4.47,1.54,,
17-Jul-06,17.63,4.3,1.59,,
18-Jul-06,17.52,4.28,1.59,,
19-Jul-06,17,4.19,1.63,,
20-Jul-06,17.43,4.32,1.58,,
21-Jul-06,16.93,4.21,1.62,,
24-Jul-06,17.13,4.27,1.6,,
25-Jul-06,17.44,4.35,1.57,,
26-Jul-06,17.58,4.45,1.53,,
27-Jul-06,17.83,4.3,1.57,,
28-Jul-06,17.57,4.27,1.59,,
31-Jul-06,17.64,4.29,1.58,,
1-Aug-06,17.67,4.29,1.58,,
2-Aug-06,17.86,4.34,1.56,,
3-Aug-06,17.9,4.35,1.56,,
4-Aug-06,17.83,4.33,1.56,,
7-Aug-06,17.69,4.3,1.58,,
8-Aug-06,18.03,4.38,1.55,,
9-Aug-06,18.27,4.44,1.53,,
10-Aug-06,18.3,4.45,1.52,,
11-Aug-06,18.38,4.46,1.52,,
14-Aug-06,18.6,4.52,1.5,,
16-Aug-06,18.84,4.58,1.48,,
17-Aug-06,18.83,4.54,1.5,,
18-Aug-06,18.84,4.54,1.5,,
21-Aug-06,18.88,4.56,1.49,,
22-Aug-06,18.88,4.55,1.49,,
23-Aug-06,18.71,4.52,1.51,,
24-Aug-06,18.91,4.56,1.49,,
25-Aug-06,19,4.58,1.48,,
28-Aug-06,19.08,4.6,1.48,,
29-Aug-06,19.22,4.64,1.47,,
30-Aug-06,19.25,4.58,1.47,,
31-Aug-06,19.15,4.55,1.47,,
1-Sep-06,19.68,4.5,1.43,,
4-Sep-06,19.92,4.56,1.41,,
5-Sep-06,19.9,4.55,1.42,,
6-Sep-06,19.92,4.56,1.41,,
7-Sep-06,19.79,4.53,1.42,,
8-Sep-06,19.89,4.55,1.42,,
11-Sep-06,19.29,4.41,1.46,,
12-Sep-06,19.42,4.44,1.45,,
13-Sep-06,19.81,4.5,1.4,,
14-Sep-06,19.91,4.53,1.4,,
15-Sep-06,19.95,4.53,1.39,,
18-Sep-06,20.03,4.55,1.39,,
19-Sep-06,19.83,4.51,1.4,,
20-Sep-06,20.09,4.57,1.38,,
21-Sep-06,20.38,4.63,1.36,,
22-Sep-06,20.33,4.62,1.37,,
25-Sep-06,20.21,4.59,1.37,,
26-Sep-06,20.83,4.73,1.33,,
27-Sep-06,20.87,4.74,1.33,,
28-Sep-06,20.83,4.73,1.33,,
29-Sep-06,20.92,4.76,1.33,,
3-Oct-06,20.82,4.73,1.33,,
4-Oct-06,20.5,4.66,1.36,,
5-Oct-06,20.79,4.72,1.34,,
6-Oct-06,20.82,4.73,1.33,,
9-Oct-06,20.82,4.73,1.36,,
10-Oct-06,20.83,4.73,1.36,,
11-Oct-06,20.68,4.59,1.39,,
12-Oct-06,21.04,4.67,1.37,,
13-Oct-06,21.36,4.74,1.35,,
16-Oct-06,21.64,4.81,1.33,,
17-Oct-06,21.47,4.79,1.33,,
18-Oct-06,21.33,4.79,1.34,,
19-Oct-06,21.06,4.75,1.35,,
20-Oct-06,20.91,4.75,1.35,,
21-Oct-06,20.94,4.76,1.35,,
23-Oct-06,20.79,4.72,1.35,,
26-Oct-06,20.79,4.75,1.35,,
27-Oct-06,21.04,4.83,1.32,,
30-Oct-06,20.48,4.87,1.31,,
31-Oct-06,20.37,4.84,1.32,,
1-Nov-06,20.16,4.87,1.32,,
2-Nov-06,20.29,4.9,1.31,,
3-Nov-06,20.37,4.92,1.3,,
6-Nov-06,20.39,4.92,1.3,,
7-Nov-06,20.34,4.91,1.3,,
8-Nov-06,20.22,4.88,1.31,,
9-Nov-06,20.32,4.87,1.27,,
10-Nov-06,20.53,4.92,1.26,,
13-Nov-06,20.66,4.95,1.25,,
14-Nov-06,20.7,4.96,1.25,,
15-Nov-06,20.78,4.98,1.25,,
16-Nov-06,20.78,4.98,1.25,,
17-Nov-06,20.65,4.95,1.25,,
20-Nov-06,20.67,4.95,1.25,,
21-Nov-06,21,5.03,1.23,,
22-Nov-06,21.2,5.08,1.22,,
23-Nov-06,21.14,5.07,1.22,,
24-Nov-06,21.17,5.08,1.22,,
27-Nov-06,21.25,5.1,1.22,,
28-Nov-06,21,5.04,1.23,,
29-Nov-06,21.03,5.05,1.23,,
30-Nov-06,21.18,5.08,1.22,,
1-Dec-06,21.41,5.14,1.21,,
4-Dec-06,21.43,5.11,1.21,,
5-Dec-06,21.51,5.13,1.2,,
6-Dec-06,21.51,5.13,1.2,,
7-Dec-06,21.54,5.13,1.2,,
8-Dec-06,21.23,5.06,1.22,,
11-Dec-06,20.62,4.92,1.25,,
12-Dec-06,19.91,4.75,1.3,,
13-Dec-06,20.17,4.81,1.28,,
14-Dec-06,20.59,4.91,1.26,,
15-Dec-06,20.83,4.97,1.24,,
18-Dec-06,21.05,5.02,1.23,,
19-Dec-06,20.53,4.9,1.26,,
20-Dec-06,20.45,4.88,1.26,,
21-Dec-06,20.54,4.9,1.26,,
22-Dec-06,20.74,4.95,1.25,,
26-Dec-06,21.12,5.04,1.22,,
27-Dec-06,21.3,5.08,1.21,,
28-Dec-06,21.28,5.08,1.22,,
29-Dec-06,21.26,5.07,1.22,,
2-Jan-07,21.48,5.12,1.2,,
3-Jan-07,21.57,5.14,1.2,,
4-Jan-07,21.38,5.1,1.21,,
5-Jan-07,21.35,5.09,1.21,,
8-Jan-07,21.08,5.03,1.23,,
9-Jan-07,20.97,5,1.23,,
10-Jan-07,20.64,4.92,1.25,,
11-Jan-07,21.04,5.04,1.22,,
12-Jan-07,21.63,5.16,1.18,,
15-Jan-07,21.77,5.19,1.17,,
16-Jan-07,21.67,5.19,1.17,,
17-Jan-07,21.59,5.19,1.17,,
18-Jan-07,21.74,5.23,1.16,,
19-Jan-07,21.43,5.21,1.17,,
22-Jan-07,21.42,5.22,1.16,,
23-Jan-07,20.96,5.18,1.17,,
24-Jan-07,21.07,5.21,1.16,,
25-Jan-07,21.35,5.29,1.15,,
29-Jan-07,20.88,5.26,1.15,,
31-Jan-07,19.85,5.2,1.17,,
1-Feb-07,19.95,5.27,1.15,,
2-Feb-07,20.12,5.33,1.14,,
5-Feb-07,20.27,5.37,1.13,,
6-Feb-07,20.18,5.35,1.14,,
7-Feb-07,20.32,5.38,1.13,,
8-Feb-07,20.31,5.38,1.13,,
9-Feb-07,20.14,5.33,1.14,,
12-Feb-07,19.52,5.17,1.17,,
13-Feb-07,19.45,5.15,1.18,,
14-Feb-07,19.47,5.15,1.18,,
15-Feb-07,19.94,5.28,1.15,,
19-Feb-07,20.02,5.3,1.14,,
20-Feb-07,19.74,5.23,1.16,,
21-Feb-07,19.69,5.22,1.16,,
22-Feb-07,19.42,5.14,1.18,,
23-Feb-07,18.94,5.02,1.21,,
26-Feb-07,18.95,5.02,1.21,,
27-Feb-07,18.72,4.96,1.22,,
28-Feb-07,18.01,4.77,1.27,,
1-Mar-07,18.33,4.86,1.25,,
2-Mar-07,17.92,4.75,1.28,,
5-Mar-07,17.2,4.56,1.33,,
6-Mar-07,17.58,4.66,1.3,,
7-Mar-07,17.44,4.62,1.31,,
8-Mar-07,18.09,4.79,1.27,,
9-Mar-07,17.88,4.74,1.28,,
12-Mar-07,17.96,4.76,1.28,,
13-Mar-07,18.14,4.8,1.26,,
14-Mar-07,17.51,4.64,1.31,,
15-Mar-07,17.53,4.64,1.31,,
16-Mar-07,17.36,4.6,1.32,,
19-Mar-07,17.7,4.69,1.29,,
20-Mar-07,17.79,4.71,1.29,,
21-Mar-07,18.11,4.8,1.26,,
22-Mar-07,18.65,4.94,1.23,,
23-Mar-07,18.58,4.92,1.23,,
26-Mar-07,18.38,4.87,1.25,,
28-Mar-07,18.1,4.79,1.27,,
29-Mar-07,18.29,4.84,1.25,,
30-Mar-07,18.4,4.87,1.25,,
2-Apr-07,17.49,4.63,1.31,,
3-Apr-07,17.77,4.71,1.29,,
4-Apr-07,18.43,4.89,1.24,,
5-Apr-07,18.54,4.91,1.23,,
9-Apr-07,19,5.03,1.2,,
10-Apr-07,19.02,5.04,1.2,,
11-Apr-07,19.09,5.03,1.22,,
12-Apr-07,18.93,4.99,1.23,,
13-Apr-07,19.28,5.1,1.2,,
16-Apr-07,19.75,5.23,1.17,,
17-Apr-07,19.55,5.19,1.18,,
18-Apr-07,19.66,5.22,1.17,,
19-Apr-07,19.57,5.21,1.17,,
20-Apr-07,19.88,5.32,1.15,,
23-Apr-07,19.88,5.32,1.15,,
24-Apr-07,20.13,5.4,1.13,,
25-Apr-07,20.24,5.43,1.13,,
26-Apr-07,20.25,5.44,1.12,,
27-Apr-07,19.58,5.32,1.15,,
30-Apr-07,19.48,5.33,1.15,,
3-May-07,19.76,5.41,1.13,,
4-May-07,19.59,5.36,1.14,,
7-May-07,19.56,5.36,1.14,,
8-May-07,19.39,5.31,1.15,,
9-May-07,19.36,5.32,1.15,,
10-May-07,19.31,5.3,1.15,,
11-May-07,19.35,5.31,1.15,,
14-May-07,19.54,5.39,1.13,,
15-May-07,19.46,5.36,1.15,,
16-May-07,19.7,5.43,1.14,,
17-May-07,19.93,5.49,1.12,,
18-May-07,19.78,5.48,1.12,,
21-May-07,19.83,5.54,1.11,,
22-May-07,19.91,5.57,1.11,,
23-May-07,19.78,5.53,1.12,,
24-May-07,19.59,5.47,1.13,,
25-May-07,19.98,5.53,1.12,,
28-May-07,20.02,5.54,1.11,,
29-May-07,20.11,5.59,1.1,,
30-May-07,20.17,5.53,1.11,,
31-May-07,20.41,5.59,1.1,,
1-Jun-07,20.41,5.59,1.1,,
4-Jun-07,20.27,5.48,1.09,,
5-Jun-07,20.35,5.5,1.08,,
6-Jun-07,19.94,5.39,1.1,,
7-Jun-07,19.85,5.37,1.11,,
8-Jun-07,19.69,5.32,1.12,,
11-Jun-07,19.69,5.33,1.12,,
12-Jun-07,19.74,5.34,1.11,,
13-Jun-07,19.54,5.28,1.13,,
14-Jun-07,19.81,5.36,1.11,,
15-Jun-07,19.82,5.36,1.11,,
18-Jun-07,19.7,5.33,1.12,,
19-Jun-07,20.02,5.41,1.1,,
20-Jun-07,20.19,5.46,1.09,,
21-Jun-07,20.28,5.48,1.09,,
22-Jun-07,20.2,5.31,1.13,,
25-Jun-07,20.32,5.32,1.13,,
26-Jun-07,20.44,5.36,1.12,,
27-Jun-07,20.34,5.33,1.12,,
28-Jun-07,20.42,5.35,1.12,,
29-Jun-07,20.6,5.4,1.11,,
2-Jul-07,20.62,5.39,1.11,,
3-Jul-07,20.83,5.45,1.1,,
4-Jul-07,20.84,5.45,1.1,,
5-Jul-07,20.81,5.44,1.1,,
6-Jul-07,21.11,5.52,1.09,,
9-Jul-07,21.27,5.56,1.08,,
10-Jul-07,21.2,5.55,1.08,,
11-Jul-07,21.06,5.52,1.09,,
12-Jul-07,21.35,5.6,1.07,,
13-Jul-07,21.63,5.67,1.06,,
16-Jul-07,21.78,5.71,1.05,,
17-Jul-07,21.65,5.69,1.05,,
18-Jul-07,21.64,5.69,1.05,,
19-Jul-07,21.86,5.77,1.04,,
20-Jul-07,21.76,5.35,1.07,,
23-Jul-07,22,5.42,1.05,,
24-Jul-07,22.01,5.42,1.05,,
25-Jul-07,21.71,5.38,1.06,,
26-Jul-07,21.71,5.42,1.05,,
27-Jul-07,20.87,5.21,1.09,,
30-Jul-07,20.34,5.21,1.1,,
31-Jul-07,20.49,5.31,1.07,,
1-Aug-07,19.65,5.1,1.12,,
2-Aug-07,19.72,5.12,1.11,,
3-Aug-07,19.93,5.17,1.1,,
6-Aug-07,19.65,5.1,1.12,,
7-Aug-07,19.72,5.12,1.11,,
8-Aug-07,20.2,5.24,1.09,,
9-Aug-07,19.94,5.17,1.1,,
10-Aug-07,19.63,5.09,1.12,,
13-Aug-07,19.81,5.14,1.11,,
14-Aug-07,19.77,5.14,1.11,,
16-Aug-07,18.9,4.92,1.16,,
17-Aug-07,18.58,4.83,1.18,,
20-Aug-07,19.04,4.95,1.15,,
21-Aug-07,18.43,4.79,1.19,,
22-Aug-07,18.79,4.73,1.18,,
23-Aug-07,18.62,4.69,1.19,,
24-Aug-07,18.96,4.77,1.17,,
27-Aug-07,19.47,4.9,1.14,,
28-Aug-07,19.55,4.92,1.14,,
29-Aug-07,19.72,4.96,1.13,,
30-Aug-07,19.96,5.02,1.11,,
